sample_name,include,habitat_depth_level1,habitat_act_collection,observed_otus,shannon,chao1,ph_cells_per_g_log,PD_whole_tree,goods_coverage,ph_cells_per_g,ph_cells_per_g_log,ph_cells_per_mg,ph_extrapolated_cells_per_60ul_total,ph_extrapolated_cells_per_extra_ln,ph_extrapolated_cells_per_pcr_total,ph_log_reads,ph_r1150,ph_reads_per_mg,ph_total_reads,altitude,anonymized_name,bile_sample,biomass_even,biomass_quartile,climate,collection_substrate,collection_timestamp,collection_year,common_name,condition_factor,conservation_status,control,control_2,control_cell_into_extraction,control_org,depth_high_range_m,depth_low_range_m,depth_m,description,diet,diet_reference,dist_to_dorsal_cm,distance_from_shore_m,distance_from_shore_m_log,dna_extracted,dnaplate_column,dnaplate_row,dnaplate_well_id,elevation,empo_1,empo_2,empo_3,env,env0,env_biome,env_feature,env_material,env_package,evo_distanceto_mackerel_median_mya,evo_timetree_species_name,extraction_cleanup,extraction_date,extraction_lot,extraction_mass_g,extraction_notes,extraction_notes_gill,extraction_plate_name,fish_collection_method,fl_cm,fmp_number,gamma_include,gape_cm,general_location,geo_loc_name,gi_cm,hab_notes,hab_sum,habitat_act_collection,habitat_be,habitat_cp,habitat_depth_level1,habitat_depth_level2,habitat_drf,habitat_dslp,habitat_is,habitat_kbrf,habitat_mdrf,habitat_ms,habitat_os,habitat_p,habitat_ref,habitat_rit,habitat_rst,habitat_sslp,habitat_sz,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_common_name_,host_height,host_height_units,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,include_st,latitude,longitude,mass_g,mass_g_log,max_age,max_kg_grams,max_tl_cm,method_gear,month,name,notes,notes_on_dissection,num_order,number_db,ocean_basin,p_class,p_fam_common,p_family,p_genus,p_genus_species,p_order,pcr_order,physical_specimen_location,physical_specimen_remaining,prey_annelids,prey_arthropods,prey_echinoderms,prey_invertebrate,prey_large_fish,prey_mollusks,prey_phytoplankton_algae,prey_shark_marine_mammal,prey_small_fish,prey_zooplankton,primer_plate,qiita_study_id,radii,ratio_dorsal_to_tl,ratio_gape_to_tl,ratio_gi_to_tl,reproductive_process,salinity_tolerance,salinity_tolerance_migration,sample_type,sample_type_2,sample_type_descriptive,sample_types,scientific_name,sd_or_la,season,sex,sjbg_gill,sjbg_gill_direction,sjbg_gill_number,sjbg_gill_orientation,sjbg_gill_sample,sjbg_gill_tissue,sjbg_gill_type,sourcesink,substrata_collection,substrata_group,swim_acceleration,swim_endurance,swim_mode,swim_performance,taxon_id,title,title_fmp_core,tl_cm,trophic,trophic_likely,type_habitat_nonbay_bol,total_reads,log_total_reads,estimated_biomass_per_pcrrxn,estimated_biomass_per_dnarxn,estimated_cells_per_g,log_estimated_cells_per_g
13414.101.midg,1,shallow,BE,54,2.978643504,59,2.93716522,6.416278707,0.995368226,962,2.983175072,1,60,0.69988149,5,3.334252642,1,34544,2159,Not applicable,101.midg,FALSE,1,1,subtropical,soft bottom,8/20/20,2020,diamond turbot,1.3893,LC,0,0,,6,50,1,1,101.midg,"polychaetes,  bivalves",fishbase.org,1,5,0.698970004,TRUE,8,e,e8,0,Host-associated,Animal,Animal proximal gut,101midg,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Hypsopsetta guttulata,clearmag beads KF,9/14/20,PS16L1,0.0625,,,plate5_89-103_gill.skin.mg.hg,hook and line,14.7,101,1,0.7,,USA:CA:San Diego,23,,1,BE,1,0,shallow,neritic,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.389254855,UBERON:feces,UBERON:digestive tract,diamond turbot,diamond turbot,14.7,cm,Missing: not collected,Hypsopsetta guttulata,FMP_101,320378,44.13,grams,1,32.769594,-117.248478,44.13,1.644733927,9,,46,rod and reel,8,101.midg,,,61,284,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Hypsopsetta,Hypsopsetta guttulata,Pleuronectiformes,125,SIO,Missing: not collected,1,,,,,1,,,,,1,13414,,0.068027211,0.047619048,1.56462585,oviparous,marine,oceanodromous,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Hypsopsetta guttulata,243,summer,Unknown,,,,,,,,sink,sandy mud bottom,soft bottom,1,3,Plueronectiform,flow refuging,320378,FMP101,1,14.7,2,2,FALSE,2159,3.334252642,4.506755434,54.08106521,865.2970434,2.93716522
13414.102.midg,1,shallow,BE,29,1.064145258,29.5,5.4389421,2.385586625,0.999670076,303930,5.48277357,304,9179,2.883599047,765,3.958707191,1,301093,9093,Not applicable,102.midg,FALSE,2,3,subtropical,rock associated,8/19/20,2020,black croaker,1.2763,DD,0,0,,6,45,0,2,102.midg,crabs,fishbase.org,5,155,2.190331698,TRUE,8,f,f8,0,Host-associated,Animal,Animal proximal gut,102midg,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Cheilotrema saturnum,clearmag beads KF,9/14/20,PS16L1,0.0302,,,plate5_89-103_gill.skin.mg.hg,hook and line,18.8,102,0,1.6,,USA:CA:San Diego,21,,2,BE,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.27625,UBERON:feces,UBERON:digestive tract,black croaker,Black croaker,20,cm,Missing: not collected,Cheilotrema saturnum,FMP_102,320392,102.1,grams,1,32.748242,-117.255313,102.1,2.009025742,20,0.7,45,rod and reel,8,102.midg,,,62,309,Eastern Pacific,Actinopterygii,drums or croakers,Sciaenidae,Cheilotrema,Cheilotrema saturnum,Perciformes,126,SIO,Missing: not collected,,1,,,,,,,,,1,13414,,0.25,0.08,1.05,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Cheilotrema saturnum,268,summer,Unknown,,,,,,,,sink,rocky reef,soft bottom,2,2,Subcarangiform,generalist,320392,FMP101,1,20,2,2,TRUE,9093,3.958707191,691.4611705,8297.534045,274752.783,5.4389421
13414.14.midgut,1,shallow,BE,1081,8.579088644,1100.423684,4.923986536,85.70549432,0.985774254,82045,4.914052119,82,9763,2.910418352,814,3.966376423,1,77773,9255,Not applicable,14.midgut,FALSE,2,3,subtropical,soft bottom,6/4/19,2019,gray smooth-hound shark,0.2909,LC,0,0,,0,200,0,3,14.midgut,"fish, crabs, ghost shrimp, innkeeper, worms, ",fishbase.org,22.3,315,2.498310554,TRUE,2,f,f2,0,Host-associated,Animal,Animal proximal gut,14midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,465,Mustelus stevensi,clearmag beads KF,9/10/20,PS16L1,0.119,,,FMP101_P2_mg_1.88,HSW gillnet survey,71.2,14,1,2.7,Mission bay,USA:CA:San Diego,49.5,,2,BE,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.290903749,UBERON:feces,UBERON:digestive tract,gray smooth-hound shark,grey smoothound shark,71.2,cm,Missing: not collected,Mustelus californicus,FMP_14,320419,1050,grams,1,32.788406,-117.246274,1050,3.021189299,9,,116,gillnet,6,14.midgut,,not sure about lat long,398,331,Eastern Pacific,Chondrichthyes,houndsharks,Triakidae,Mustelus,Mustelus californicus,Carcharhiniformes,494,SIO,Missing: not collected,1,1,,,,,,,1,,6,13414,,0.313202247,0.037921348,0.695224719,viviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Mustelus californicus,290,spring,M,,,,,,,,sink,sandy mud bottom,soft bottom,2,3,Carcharhiniform,crusier sprinter,320419,FMP101,1,71.2,3,3,TRUE,9588,3.981728025,832.4386795,9989.264154,83943.39625,4.923986536
13414.15.midgut,1,shallow,BE,821,8.014757546,843.7806122,4.878373728,64.84667546,0.989140375,75942,4.88048203,76,9994,2.920558506,833,3.969276095,1,70798,9317,Not applicable,15.midgut,TRUE,2,3,subtropical,soft bottom,6/4/19,2019,leopard shark,0.4834,LC,0,0,,0,156,0,3,15.midgut,"crabs, shrimps, bony fish, worms",fishbase.org,25,52,1.716003344,TRUE,2,g,g2,0,Host-associated,Animal,Animal proximal gut,15midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,465,Mustelus antarcticus,clearmag beads KF,9/10/20,PS16L1,0.1316,,,FMP101_P2_mg_1.88,HSW gillnet survey,82.9,15,1,3.2,Mission bay,USA:CA:San Diego,52,,2,BE,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.483392986,UBERON:feces,UBERON:digestive tract,leopard shark,leopard shark,82.9,cm,Missing: not collected,Triakis semifasciata,FMP_15,30493,2754,grams,1,32.770985,-117.242299,2754,3.439963936,30,,198,gillnet,6,15.midgut,,,399,328,Eastern Pacific,Chondrichthyes,houndsharks,Triakidae,Triakis,Triakis semifasciata,Carcharhiniformes,495,SIO,Missing: not collected,1,1,,,,,,,1,,6,13414,,0.301568154,0.038600724,0.627261761,ovoviviparous,brackish,brackish,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Triakis semifasciata,287,spring,F,,,,,,,,sink,sandy mud bottom,soft bottom,2,3,Carcharhiniform,crusier sprinter,30493,FMP101,1,82.9,3,3,TRUE,9576,3.981184137,828.7973833,9945.568599,75574.22948,4.878373728
13414.32.midgut,1,shallow,BE,319,7.343205495,343.5681818,3.982428808,27.44086442,0.988308458,9935,3.997167871,10,530,1.644733906,44,3.604442066,1,75460,4022,Not applicable,32.midgut,TRUE,1,2,subtropical,rock associated,10/28/19,2019,horn shark,0.8407,DD,0,0,,0,150,2,4,32.midgut,"benthic invertebrates, sea urchins, crabs, abalone, fish",fishbase.org,19.5,5,0.698970004,TRUE,4,h,h4,0,Host-associated,Animal,Animal proximal gut,32midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,465,Heterodontus francisci,clearmag beads KF,9/10/20,PS16L1,0.0533,,,FMP101_P2_mg_1.88,spear,60.3,32,0,Missing: not collected,mission jetty,USA:CA:San Diego,Missing: not collected,,2,BE,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.840736595,UBERON:feces,UBERON:digestive tract,horn shark,horn shark,64.5,cm,Missing: not collected,Heterodontus francisci,FMP_32,7792,2256,grams,1,32.75757,-117.249448,2256,3.353339095,12,,122,spear,10,32.midgut,,,416,303,Eastern Pacific,Chondrichthyes,"bullhead, horn, or port jackson sharks",Heterodontidae,Heterodontus,Heterodontus francisci,Heterodontiformes,512,SIO,Missing: not collected,,1,1,,,1,,,1,,6,13414,,0.302325581,nan,nan,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Heterodontus francisci,262,fall,F,,,,,,,,sink,rocky reef,rock associated,2,3,Carcharhiniform,crusier sprinter,7792,FMP101,1,64.5,3,3,TRUE,4103,3.613101517,42.65547383,511.8656859,9603.483788,3.982428808
13414.36.midgut,1,shallow,BE,1014,7.502029873,1037.157407,5.568628171,76.81331396,0.989872375,368405,5.566325516,368,25604,3.329128677,2134,4.086110574,1,175439,12193,Not applicable,36.midgut,FALSE,2,3,subtropical,rock associated,8/2/19,2019,blacksmith,1.3635,LC,0,0,,0,46,2,3,36.midgut,macroalgae,fishbase.org,4,5,0.698970004,TRUE,5,d,d5,0,Host-associated,Animal,Animal proximal gut,36midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Chromis punctipinnis,clearmag beads KF,9/10/20,PS16L1,0.0695,,,FMP101_P2_mg_1.88,spear,15.8,36,0,1.8,MB jetty,USA:CA:San Diego,32,,1,BE,0,0,shallow,neritic,0,0,0,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.363535134,UBERON:feces,UBERON:digestive tract,blacksmith,blacksmith,17.8,cm,Missing: not collected,Chromis punctipinnis,FMP_36,231457,76.9,grams,1,32.760464,-117.245347,76.9,1.88592634,,,25,spear,8,36.midgut,,,420,265,Eastern Pacific,Actinopterygii,damselfishes,Pomacentridae,Chromis,Chromis punctipinnis,Perciformes,516,SIO,Missing: not collected,,,,,,,1,,,,6,13414,,0.224719101,0.101123596,1.797752809,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Chromis punctipinnis,224,summer,Unknown,,,,,,,,sink,rocky reef,rock associated,2,2,Carangiform,crusier sprinter,231457,FMP101,1,17.8,1,1,TRUE,12565,4.099162493,2145.021893,25740.26271,370363.4923,5.568628171
13414.37.midgut,1,shallow,BE,271,6.785083371,275.375,3.889083603,28.16335584,0.994849154,8262,3.917085191,8,606,1.703616746,51,3.621280168,1,56962,4181,Not applicable,37.midgut,TRUE,1,2,subtropical,soft bottom,6/4/19,2019,california flounder,0.8889,LC,0,0,,0,183,0,3,37.midgut,"fish, squid",fishbase.org,2.8,100,2,TRUE,5,e,e5,0,Host-associated,Animal,Animal proximal gut,37midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Paralichthys californicus,clearmag beads KF,9/10/20,PS16L1,0.0734,low,,FMP101_P2_mg_1.88,HSW gillnet survey,44,37,1,5.3,mission bay site 3,USA:CA:San Diego,24.5,,2,BE,1,0,shallow,neritic,0,0,1,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.888888889,UBERON:feces,UBERON:digestive tract,California flounder,CA halibut,45,cm,Missing: not collected,Paralichthys californicus,FMP_37,319776,810,grams,1,32.776937,-117.243164,810,2.908485019,30,33,152,gillnet,6,37.midgut,,not sure about lat long,421,281,Eastern Pacific,Actinopterygii,large tooth flounders,Paralichthyidae,Paralichthys,Paralichthys californicus,Pleuronectiformes,517,SIO,Missing: not collected,,,,,,1,,,1,,6,13414,,0.062222222,0.117777778,0.544444444,oviparous,marine,oceanodromous,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Paralichthys californicus,240,spring,Unknown,,,,,,,,sink,sandy mud bottom,soft bottom,1,3,Plueronectiform,flow refuging,319776,FMP101,1,45,3,3,FALSE,4228,3.626134979,47.38036662,568.5643994,7746.108984,3.889083603
13414.40.midgut,1,shallow,BE,310,3.314808477,317.6849315,5.873988321,25.63053253,0.997447831,62880,4.798512533,63,35238,3.467831503,2937,4.12577395,1,286060,13359,Not applicable,40.midgut,FALSE,2,3,subtropical,soft bottom,7/24/20,2019,california anchovy,0.6248,LC,0,0,,0,219,0,5,40.midgut,"euphausiids, copepods, decapod larvae",fishbase.org,6.1,195,2.290034611,TRUE,5,h,h5,0,Host-associated,Animal,Animal proximal gut,40midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,224,Engraulis mordax,clearmag beads KF,9/10/20,PS16L1,0.0467,,,FMP101_P2_mg_1.88,bait barge,12.4,40,1,2.3,bay and estuary,USA:CA:San Diego,8,,1,BE,0,1,shallow,neritic,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.624830775,UBERON:feces,UBERON:digestive tract,California anchovy,Northern anchovy,13.3,cm,Missing: not collected,Engraulis mordax,FMP_40,239368,14.7,grams,1,32.762464,-117.239009,14.7,1.167317335,7,0.068,24.8,net,7,40.midgut,,,424,323,Eastern Pacific,Actinopterygii,anchovies,Engraulidae,Engraulis,Engraulis mordax,Clupeiformes,520,SIO,Missing: not collected,,1,,,,,,,,,6,13414,,0.458646617,0.172932331,0.601503759,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Engraulis mordax_,282,summer,Unknown,,,,,,,,sink,sandy mud bottom,pelagic,2,2,Carangiform,crusier sprinter,239368,FMP101,1,13.3,2,2,TRUE,13711,4.137069131,2911.548005,34938.57606,748149.3802,5.873988321
13414.43.midgut,1,shallow,BE,1795,8.870760212,1830.214286,6.309498032,132.6726517,0.987288928,2015136,6.304304362,2015,75971,3.801464434,6331,4.221179421,1,441406,16641,Not applicable,43.midgut,FALSE,3,4,subtropical,soft bottom,6/4/19,2019,california tonguefish,0.9572,LC,0,0,,0,201,2,3,43.midgut,"fish, invertebrates",fishbase.org,0.6,235,2.371067862,TRUE,6,c,c6,0,Host-associated,Animal,Animal proximal gut,43midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Symphurus atricaudus,clearmag beads KF,9/10/20,PS16L1,0.0377,low,,FMP101_P2_mg_1.88,HSW gillnet survey,16.8,43,1,0.4,mission bay site 5,USA:CA:San Diego,24,,1,BE,0,0,shallow,neritic,0,0,1,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.957154095,UBERON:feces,UBERON:digestive tract,california tonguefish,CA tonguefish,16.9,cm,Missing: not collected,Symphurus atricauda,FMP_43,305513,46.2,grams,1,32.789026,-117.24557,46.2,1.664641976,,,21,gillnet,6,43.midgut,,not sure about lat long,427,359,Eastern Pacific,Actinopterygii,tonguefish,Cynoglossidae,Symphurus,Symphurus atricaudus,Pleuronectiformes,523,SIO,Missing: not collected,,,,1,,,,,1,,6,13414,,0.035502959,0.023668639,1.420118343,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Symphurus atricauda,318,spring,Unknown,,,,,,,,sink,sandy mud bottom,soft bottom,1,3,Plueronectiform,flow refuging,305513,FMP101,1,16.9,3,3,TRUE,17176,4.234922031,6407.050346,76884.60415,2039379.42,6.309498032
13414.44.midgut,1,shallow,BE,1167,8.347431277,1191.644776,5.038745392,97.48192496,0.987470862,110937,5.045076417,111,14622,3.085812198,1218,4.016531941,1,78816,10388,Not applicable,44.midgut,FALSE,2,3,subtropical,soft bottom,6/4/19,2019,yellowfin drum,1.0723,LC,0,0,,0,60,10,3,44.midgut,"fish, crustaceans, worms, bivalves",fishbase.org,7,136,2.133538908,TRUE,6,d,d6,0,Host-associated,Animal,Animal proximal gut,44midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Umbrina cirrosa,clearmag beads KF,9/10/20,PS16L1,0.1318,,,FMP101_P2_mg_1.88,HSW gillnet survey,25,44,0,1.6,mission bay site 2,USA:CA:San Diego,27.4,,2,BE,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.072293227,UBERON:feces,UBERON:digestive tract,yellowfin drum,yellowfin croaker,25.9,cm,Missing: not collected,Umbrina roncador,FMP_44,320399,186.3,grams,1,32.772748,-117.229627,186.3,2.270212855,,2.5,56,gillnet,6,44.midgut,,not sure about lat long,428,350,Eastern Pacific,Actinopterygii,drums or croakers,Sciaenidae,Umbrina,Umbrina roncador,Perciformes,524,SIO,Missing: not collected,,1,1,,,1,,,1,,6,13414,,0.27027027,0.061776062,1.057915058,oviparous,marine,oceanodromous,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Umbrina roncador_,309,spring,M,,,,,,,,sink,sandy mud bottom,soft bottom,2,2,Subcarangiform,generalist,320399,FMP101,1,25.9,3,3,TRUE,10646,4.027186462,1200.824545,14409.89454,109331.5216,5.038745392
13414.45.midgut,1,shallow,BE,1931,8.764574604,1974.800872,6.162765239,140.0477991,0.987203496,1452940,6.16224768,1453,127278,4.025570588,10606,4.28526468,1,220171,19287,Not applicable,45.midgut,FALSE,3,4,subtropical,soft bottom,6/4/19,2019,californian salema,1.2137,LC,0,0,,0,11,1,3,45.midgut,"mysid, isopod, amphipod, small fish, polychaete, ostracods, nebaliaceans, caridean, copepods",https://books.google.com/books?hl=en&lr=&id=7HUgAAAAMAAJ&oi=fnd&pg=PA567&dq=Xenistius+californiensis+stomach+content&ots=--wRB0Kmex&sig=R5jv6iycjkNLGbvDZM4zHnsM8Sw#v=onepage&q&f=false,5.1,136,2.133538908,TRUE,6,e,e6,0,Host-associated,Animal,Animal proximal gut,45midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Xenistius californiensis,clearmag beads KF,9/10/20,PS16L1,0.0876,,,FMP101_P2_mg_1.88,HSW gillnet survey,16.3,45,1,2.8,mission bay site 2,USA:CA:San Diego,19,"rocky reef, kelp bed",2,BE,0,0,shallow,neritic,0,0,0,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,1,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.213655044,UBERON:feces,UBERON:digestive tract,californian salema,salema,17.7,cm,Missing: not collected,Xenistius californiensis,FMP_45,314000,67.3,grams,1,32.772748,-117.229627,67.3,1.828015064,,,30,gillnet,6,45.midgut,,not sure about lat long,429,452,Eastern Pacific,Actinopterygii,grunts,Haemulidae,Haemulon,Xenistius californiensis,Perciformes,525,SIO,Missing: not collected,1,1,,1,,,,,1,,6,13414,,0.288135593,0.15819209,1.073446328,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Xenistius californiensis,404,spring,Unknown,,,,,,,,sink,sandy mud bottom,rock associated,2,2,Subcarangiform,generalist,314000,FMP101,1,17.7,3,3,TRUE,19843,4.297607332,10619.10949,127429.3139,1454672.533,6.162765239
13414.46.midgut,1,shallow,BE,469,7.438336533,482.1415929,4.09050745,44.44338208,0.986585366,12253,4.088242434,12,589,1.691215922,49,3.617734035,1,86216,4147,Not applicable,46.midgut,TRUE,2,2,subtropical,soft bottom,6/4/19,2019,spotfin croaker,1.4543,LC,0,0,,0,22,1,3,46.midgut,"invertebrates (worms, clams, crabs, crustaceans)",fishbase.org,9.8,136,2.133538908,TRUE,6,f,f6,0,Host-associated,Animal,Animal proximal gut,46midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Pachyurus junki,clearmag beads KF,9/10/20,PS16L1,0.0481,,,FMP101_P2_mg_1.88,HSW gillnet survey,36.5,46,1,3.4,mission bay site 2,USA:CA:San Diego,43.5,,2,BE,0,0,shallow,neritic,0,0,1,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,1,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.454293629,UBERON:feces,UBERON:digestive tract,spotfin croaker,spotfin croaker,38,cm,Missing: not collected,Roncador stearnsii,FMP_46,320398,798,grams,1,32.772748,-117.229627,798,2.902002891,15,,70,gillnet,6,46.midgut,,not sure about lat long,430,349,Eastern Pacific,Actinopterygii,drums or croakers,Sciaenidae,Roncador,Roncador stearnsii,Perciformes,526,SIO,Missing: not collected,,1,1,,,1,,,,,6,13414,,0.257894737,0.089473684,1.144736842,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Roncador stearnsii_,308,spring,F,,,,,,,,sink,sandy mud bottom,soft bottom,2,2,Subcarangiform,generalist,320398,FMP101,1,38,2,2,TRUE,4278,3.63124078,49.37092689,592.4511227,12317.07116,4.09050745
13414.47.midgut,1,shallow,BE,603,7.434361294,636.1061947,4.937431764,53.6976698,0.98958458,87938,4.944176584,88,7571,2.800000292,631,3.934801342,1,99954,8606,Not applicable,47.midgut,TRUE,2,3,subtropical,soft bottom,6/4/19,2019,hallers round ray,1.0749,LC,0,0,,0,91,0,3,47.midgut,"benthic invertebrates, small fish",fishbase.org,Missing: not collected,160,2.204119983,TRUE,6,g,g6,0,Host-associated,Animal,Animal proximal gut,47midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,465,Urolophus halleri,clearmag beads KF,9/10/20,PS16L1,0.0861,,,FMP101_P2_mg_1.88,HSW gillnet survey,30.6,47,1,1.1,mission bay site 1,USA:CA:San Diego,16.5,,1,BE,1,0,shallow,neritic,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.074945478,UBERON:feces,UBERON:digestive tract,haller's round ray,round ray,30.6,cm,Missing: not collected,Urolophus halleri,FMP_47,86675,308,grams,1,32.789805,-117.248309,308,2.488550717,,1.4,58,gillnet,6,47.midgut,,not sure about lat long,431,377,Eastern Pacific,Chondrichthyes,American round stingrays,Urotrygonidae,Urolophus,Urolophus halleri,Myliobatiformes,527,SIO,Missing: not collected,,,,1,,,,,1,,6,13414,,nan,0.035947712,0.539215686,ovoviviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Urolophus halleri,336,spring,M,,,,,,,,sink,sandy mud bottom,soft bottom,2,2,Rajiform,flow refuging,86675,FMP101,1,30.6,3,3,FALSE,8819,3.945419343,621.2317868,7454.781442,86582.82743,4.937431764
13414.48.midgut,1,shallow,BE,343,7.039326433,368.1694915,4.003066126,32.20775112,0.989900845,10203,4.008727887,10,1558,2.113406648,130,3.738463439,1,35861,5476,Not applicable,48.midgut,FALSE,2,2,subtropical,soft bottom,6/4/19,2019,specklefin midshipman,1.1719,LC,0,0,,0,126,0,3,48.midgut,"fish, octopus, crustacean",https://biogeodb.stri.si.edu/sftep/en/thefishes/species/4655,13.2,100,2,TRUE,6,h,h6,0,Host-associated,Animal,Animal proximal gut,48midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Porichthys plectrodon,clearmag beads KF,9/10/20,PS16L1,0.1527,,,FMP101_P2_mg_1.88,HSW gillnet survey,44,48,0,3.5,mission bay site 3,USA:CA:San Diego,56.5,"bay, rocky, soft bottom,",2,BE,1,0,shallow,intertidal,0,0,1,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.171911111,UBERON:feces,UBERON:digestive tract,specklefin  midshipman,specklefin midshipman,37.5,cm,Missing: not collected,Porichthys myriaster,FMP_48,262771,618,grams,1,32.776937,-117.243164,618,2.790988475,,,51,gillnet,6,48.midgut,,not sure about lat long,432,312,Eastern Pacific,Actinopterygii,toadfishes,Batrachoididae,Porichthys,Porichthys myriaster,Batrachoidiformes,528,SIO,Missing: not collected,,1,,1,,1,,,1,,6,13414,,0.352,0.093333333,1.506666667,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Porichthys myriaster_,271,spring,M,,,,,,,,sink,sandy mud bottom,soft bottom,1,3,Labriform,generalist,262771,FMP101,1,37.5,3,3,FALSE,5618,3.749581735,128.1515659,1537.81879,10070.84997,4.003066126
